snapshot_ts,expiry,days_to_expiry,strike,option_type,bid,ask,mark_price,forward_price,index_price,implied_vol,delta,gamma,vega,open_interest,volume_24h
2026-08-19T16:35:02Z,2026-08-20,1,56000.0,C,0.1555,0.212,0.1848,68695.39,68737.13,0.8359000000000001,1.0,0.0,0.0,0.0,0.0
2026-08-19T16:35:02Z,2026-08-20,1,56000.0,P,0.0,0.0001,0.0,68694.02,68737.13,0.8359000000000001,0.0,0.0,0.0,0.2,0.0
2026-08-19T16:35:02Z,2026-08-20,1,57000.0,C,0.1405,0.1985,0.1703,68695.39,68737.13,0.8359000000000001,1.0,0.0,1e-05,0.1,0.1
2026-08-19T16:35:02Z,2026-08-20,1,57000.0,P,0.0,0.0001,0.0,68694.02,68737.13,0.8359000000000001,0.0,0.0,1e-05,8.7,0.0
2026-08-19T16:35:02Z,2026-08-20,1,58000.0,C,0.125,0.184,0.1557,68695.39,68737.13,0.8359000000000001,1.0,0.0,9e-05,0.0,0.0
2026-08-19T16:35:02Z,2026-08-20,1,58000.0,P,0.0,0.0001,0.0,68694.02,68737.13,0.8359000000000001,0.0,0.0,9e-05,11.2,0.0
2026-08-19T16:35:02Z,2026-08-20,1,59000.0,C,0.1105,0.1705,0.1411,68695.39,68737.13,0.8359000000000001,0.99999,0.0,0.00087,0.0,0.0
2026-08-19T16:35:02Z,2026-08-20,1,59000.0,P,0.0,0.0001,0.0,68694.02,68737.13,0.8359000000000001,-1e-05,0.0,0.00087,9.6,0.0
2026-08-19T16:35:02Z,2026-08-20,1,60000.0,C,0.095,0.156,0.1266,68695.39,68737.13,0.8359000000000001,0.99995,0.0,0.00626,0.0,0.0
2026-08-19T16:35:02Z,2026-08-20,1,60000.0,P,0.0,0.0001,0.0,68695.39,68737.13,0.8359000000000001,-5e-05,0.0,0.00626,13.8,0.0
2026-08-19T16:35:02Z,2026-08-20,1,60500.0,C,0.0875,0.149,0.1193,68695.39,68737.13,0.8359000000000001,0.99986,0.0,0.01524,0.0,0.0
2026-08-19T16:35:02Z,2026-08-20,1,60500.0,P,0.0,0.0001,0.0,68690.73,68737.13,0.8359000000000001,-0.00014,0.0,0.01535,66.7,0.3
2026-08-19T16:35:02Z,2026-08-20,1,61000.0,C,0.08,0.143,0.112,68693.67,68737.13,0.8359000000000001,0.99967,0.0,0.03493,0.0,0.0
2026-08-19T16:35:02Z,2026-08-20,1,61000.0,P,0.0,0.0001,0.0,68693.67,68737.13,0.8359000000000001,-0.00033,0.0,0.03493,14.9,1.0
2026-08-19T16:35:02Z,2026-08-20,1,61500.0,C,0.0725,0.136,0.1047,68693.67,68737.13,0.8359000000000001,0.99924,0.0,0.07511,0.0,0.0
2026-08-19T16:35:02Z,2026-08-20,1,61500.0,P,0.0,0.0001,0.0,68690.73,68737.13,0.8359000000000001,-0.00076,0.0,0.0754,82.9,70.5
2026-08-19T16:35:02Z,2026-08-20,1,62000.0,C,0.065,0.1295,0.0975,68690.73,68737.13,0.8359000000000001,0.99836,0.0,0.15267,0.0,0.0
2026-08-19T16:35:02Z,2026-08-20,1,62000.0,P,0.0,0.0001,0.0,68693.67,68737.13,0.8359000000000001,-0.00164,0.0,0.15213,156.6,114.9
2026-08-19T16:35:02Z,2026-08-20,1,62500.0,C,0.057,0.122,0.0902,68693.67,68737.13,0.8359000000000001,0.99666,0.0,0.29067,0.0,0.0
2026-08-19T16:35:02Z,2026-08-20,1,62500.0,P,0.0,0.0001,0.0,68693.67,68737.13,0.8359000000000001,-0.00334,0.0,0.29067,119.0,138.9
2026-08-19T16:35:02Z,2026-08-20,1,63000.0,C,0.0495,0.116,0.083,68693.67,68737.13,0.8359000000000001,0.99352,1e-05,0.52458,5.2,0.0
2026-08-19T16:35:02Z,2026-08-20,1,63000.0,P,0.0,0.0001,0.0001,68693.67,68737.13,0.8359000000000001,-0.00648,1e-05,0.52458,136.8,93.2
2026-08-19T16:35:02Z,2026-08-20,1,63500.0,C,0.042,0.1085,0.0757,68690.73,68737.13,0.7762,0.99244,1e-05,0.60102,66.1,25.6
2026-08-19T16:35:02Z,2026-08-20,1,63500.0,P,0.0,0.0001,0.0001,68693.67,68737.13,0.7762,-0.00753,1e-05,0.59913,209.6,173.3
2026-08-19T16:35:02Z,2026-08-20,1,64000.0,C,0.0345,0.102,0.0685,68690.73,68737.13,0.7334,0.98968,1e-05,0.78967,81.9,50.3
